number_of_elements, start_time, end_time, duration, result
300000, 1571601137455, 1571601320406, 182951, true
350000, 1571601320406, 1571601564920, 244514, true
400000, 1571601564920, 1571601817837, 252917, true
450000, 1571601817837, 1571602150074, 332237, true
